packet_count,bytes_total,packet_size_mean,packet_size_std,iat_mean,iat_std,dup_payload_ratio,write_ratio,unique_write_regs,label
8,509,63.625,5.786568499551353,0.024895429611206055,0.039295245748520925,0.25,0.25,1,replay_attack
3,191,63.666666666666664,7.1336448530109,0.06999850273132324,0.018529415130615234,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.0853874683380127,0.029758453369140625,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.10710716247558594,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.09908294677734375,0.0,0.0,0.0,0,replay_attack
9,568,63.111111111111114,6.723829009069897,0.020235508680343628,0.02311172902526655,0.0,0.0,0,replay_attack
9,573,63.666666666666664,7.1336448530109,0.018415629863739014,0.02134964422407014,0.0,0.0,0,replay_attack
12,764,63.666666666666664,7.1336448530109,0.011907555840232155,0.020020345580672127,0.25,0.0,0,replay_attack
12,764,63.666666666666664,7.1336448530109,0.017705093730579723,0.020512988709968177,0.0,0.0,0,replay_attack
11,710,64.54545454545455,6.800583348823651,0.014613008499145508,0.019894024807047318,0.0,0.0,0,replay_attack
10,627,62.7,7.362744053679987,0.01449478997124566,0.0195619097879697,0.0,0.0,0,replay_attack
11,656,59.63636363636363,6.905501459939252,0.01301419734954834,0.017794602437652268,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.030948996543884277,0.023305058479309082,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.07783150672912598,0.030730485916137695,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.07731199264526367,0.023276805877685547,0.0,0.0,0,replay_attack
4,269,67.25,2.165063509461097,0.0387883186340332,0.04937742567430205,0.25,0.5,1,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.10408997535705566,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
4,269,67.25,2.165063509461097,0.040348052978515625,0.051535624906102015,0.25,0.5,1,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.023460984230041504,0.0158921480178833,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.06946253776550293,0.02341747283935547,0.0,0.0,0,replay_attack
5,323,64.6,5.642694391866353,0.03852897882461548,0.03997918418298943,0.25,0.4,1,replay_attack
5,323,64.6,5.642694391866353,0.038733482360839844,0.03858270832745606,0.25,0.4,1,replay_attack
3,191,63.666666666666664,7.1336448530109,0.07807695865631104,0.02687704563140869,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.11385893821716309,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
4,269,67.25,2.165063509461097,0.038782596588134766,0.04935877522240556,0.25,0.5,1,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.10028696060180664,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
4,257,64.25,6.2599920127744575,0.019593000411987305,0.02248781487417023,0.33333333333333337,0.5,1,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.046605825424194336,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
4,257,64.25,6.2599920127744575,0.017460346221923828,0.01898485881526736,0.33333333333333337,0.5,1,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
7,448,64.0,6.654751256486923,0.016933679580688477,0.015151470308976163,0.0,0.0,0,replay_attack
10,639,63.9,6.803675477269621,0.020866341061062284,0.0239462342410392,0.0,0.0,0,replay_attack
12,781,65.08333333333333,6.751028728193125,0.016872817819768734,0.02016928348076756,0.0,0.0,0,replay_attack
10,627,62.7,7.362744053679987,0.016571998596191406,0.020532450837409004,0.0,0.0,0,replay_attack
9,573,63.666666666666664,7.1336448530109,0.016527265310287476,0.022223529072205782,0.0,0.0,0,replay_attack
13,818,62.92307692307692,7.321848636486642,0.015537838141123453,0.02038489223045282,0.0,0.0,0,replay_attack
13,793,61.0,7.179029289427753,0.01598807175954183,0.02207079878485242,0.0,0.0,0,replay_attack
3,203,67.66666666666667,2.357022603955158,0.0039060115814208984,0.003656148910522461,0.0,0.3333333333333333,1,replay_attack
2,120,60.0,6.0,0.04661107063293457,0.0,0.0,0.5,1,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
4,257,64.25,6.2599920127744575,0.017646630605061848,0.01958855544942604,0.33333333333333337,0.5,1,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04381299018859863,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04788708686828613,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.05525612831115723,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.044486045837402344,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.05118608474731445,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04070091247558594,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04702901840209961,0.0,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.07746350765228271,0.023586392402648926,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.07809901237487793,0.03406190872192383,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.07773244380950928,0.026247382164001465,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.11055707931518555,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.1054840087890625,0.0,0.0,0.0,0,replay_attack
9,568,63.111111111111114,6.723829009069897,0.022180259227752686,0.03009573646508116,0.0,0.0,0,replay_attack
9,573,63.666666666666664,7.1336448530109,0.016538262367248535,0.02212879944256378,0.0,0.0,0,replay_attack
12,764,63.666666666666664,7.1336448530109,0.011960723183371803,0.013439177400707839,0.0,0.0,0,replay_attack
9,573,63.666666666666664,7.1336448530109,0.01637887954711914,0.022313935290253526,0.0,0.0,0,replay_attack
12,759,63.25,6.832825184358224,0.016939076510342686,0.022880532740089485,0.0,0.0,0,replay_attack
14,901,64.35714285714286,6.882764632005937,0.014296678396371694,0.020370833614258517,0.09999999999999998,0.14285714285714285,1,replay_attack
11,656,59.63636363636363,6.905501459939252,0.013057398796081542,0.020920200642640475,0.0,0.0,0,replay_attack
5,323,64.6,5.642694391866353,0.015343964099884033,0.017376829406465042,0.25,0.4,1,replay_attack
5,323,64.6,5.642694391866353,0.030720531940460205,0.028483172907350373,0.25,0.4,1,replay_attack
5,323,64.6,5.642694391866353,0.03847271203994751,0.038987791195952214,0.25,0.4,1,replay_attack
2,137,68.5,2.5,0.09076905250549316,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
4,269,67.25,2.165063509461097,0.03611493110656738,0.04576738607987498,0.25,0.5,1,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.09596014022827148,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.10507321357727051,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04110407829284668,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04822111129760742,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.05281209945678711,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04478096961975098,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.05100607872009277,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04520606994628906,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.052345991134643555,0.0,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.0776970386505127,0.03345513343811035,0.0,0.0,0,replay_attack
7,443,63.285714285714285,6.111214181773554,0.03158831596374512,0.0415296247665795,0.0,0.0,0,replay_attack
13,835,64.23076923076923,7.126913736554135,0.015444159507751465,0.013392867621549332,0.0,0.0,0,replay_attack
9,573,63.666666666666664,7.1336448530109,0.01633399724960327,0.018381319787362425,0.0,0.0,0,replay_attack
12,764,63.666666666666664,7.1336448530109,0.016915191303599964,0.017597498687225852,0.0,0.0,0,replay_attack
11,693,63.0,7.083912632282966,0.01860198974609375,0.023478735762541544,0.0,0.0,0,replay_attack
10,644,64.4,7.116178749862879,0.020595338609483507,0.023776171320730406,0.0,0.0,0,replay_attack
15,903,60.2,6.997142273814361,0.009474141257149833,0.018103094159269154,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
1,71,71.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.10395979881286621,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.11442899703979492,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04864811897277832,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.05328798294067383,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.0435178279876709,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.05284595489501953,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.0474550724029541,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.008633136749267578,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
9,568,63.111111111111114,6.723829009069897,0.013489872217178345,0.016102163705551124,0.0,0.0,0,replay_attack
10,639,63.9,6.803675477269621,0.02078043089972602,0.02155140812166352,0.0,0.0,0,replay_attack
10,644,64.4,7.116178749862879,0.020648426479763456,0.023544639687592288,0.0,0.0,0,replay_attack
12,764,63.666666666666664,7.1336448530109,0.01631119034507058,0.019169849211135463,0.0,0.0,0,replay_attack
10,629,62.9,7.147726911403373,0.014676676856146919,0.020621055423134856,0.0,0.0,0,replay_attack
13,818,62.92307692307692,7.321848636486642,0.01417158047358195,0.014874871109474644,0.0,0.0,0,replay_attack
13,793,61.0,7.179029289427753,0.016254663467407227,0.021442499774621284,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.030797958374023438,0.02246999740600586,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.049967050552368164,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04060006141662598,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04642486572265625,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
4,257,64.25,6.2599920127744575,0.017535289128621418,0.01961018736100128,0.33333333333333337,0.5,1,replay_attack
3,191,63.666666666666664,7.1336448530109,0.06970596313476562,0.025361061096191406,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.07745599746704102,0.027764081954956055,0.0,0.0,0,replay_attack
3,191,63.666666666666664,7.1336448530109,0.04642951488494873,0.0083085298538208,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04047799110412598,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
4,257,64.25,6.2599920127744575,0.01593502362569173,0.017171768104351393,0.33333333333333337,0.5,1,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.03994107246398926,0.0,0.0,0.0,0,replay_attack
4,269,67.25,2.165063509461097,0.0064983367919921875,0.004337659444952652,0.25,0.5,1,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,137,68.5,2.5,0.08958911895751953,0.0,0.0,0.0,0,replay_attack
1,54,54.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04265093803405762,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.049057960510253906,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.054479122161865234,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
2,125,62.5,8.5,0.04755115509033203,0.0,0.0,0.0,0,replay_attack
1,66,66.0,0.0,0.0,0.0,0.0,0.0,0,replay_attack
13,825,63.46153846153846,6.605538289547232,0.014417986075083414,0.0149476018246507,0.1428571428571429,0.15384615384615385,1,replay_attack
10,639,63.9,6.803675477269621,0.0206704404619005,0.0206171311076113,0.0,0.0,0,replay_attack
12,781,65.08333333333333,6.751028728193125,0.0168980901891535,0.022859339795026967,0.0,0.0,0,replay_attack
10,627,62.7,7.362744053679987,0.015351878272162544,0.021032005010818977,0.0,0.0,0,replay_attack
9,573,63.666666666666664,7.1336448530109,0.018885493278503418,0.017455861410944788,0.0,0.0,0,replay_attack
14,896,64.0,6.654751256486923,0.010122372553898739,0.012332904149356557,0.09999999999999998,0.14285714285714285,1,replay_attack
