window_s,accuracy,macro_f1,latency_estimate_s
0.1,0.7774834437086092,0.7267223054970983,0.1
0.2,0.7622222222222222,0.7476873369068857,0.2
0.5,0.8218623481781376,0.8427010470932181,0.5
